General Capability,Element,Sub-Element,Description,Level,Code,Indicator
Digital Literacy,Practising digital safety and wellbeing,Manage digital wellbeing,,Level 3 (Years 3-4),DLDSWC3,
Digital Literacy,Practising digital safety and wellbeing,Manage digital wellbeing,,Level 3 (Years 3-4),DLDSWC3_1,follow an agreed code of conduct for the healthy use of digital tools
Digital Literacy,Practising digital safety and wellbeing,Manage digital wellbeing,,Level 4 (Years 5-6),DLDSWC4,
Digital Literacy,Practising digital safety and wellbeing,Manage digital wellbeing,,Level 4 (Years 5-6),DLDSWC4_1,"follow an agreed code of conduct for the healthy and productive use of digital tools, considering the impact of tool use on wellbeing"
Digital Literacy,Practising digital safety and wellbeing,Manage digital wellbeing,,Level 5 (Years 7-8),DLDSWC5,
Digital Literacy,Practising digital safety and wellbeing,Manage digital wellbeing,,Level 5 (Years 7-8),DLDSWC5_1,develop routines to support their balanced and constructive use of digital tools
Digital Literacy,Practising digital safety and wellbeing,Manage digital wellbeing,,Level 5 (Years 7-8),DLDSWC5_2,identify indicators of unhealthy usage
Digital Literacy,Practising digital safety and wellbeing,Manage digital wellbeing,,Level 6 (Years 9-10),DLDSWC6,
Digital Literacy,Practising digital safety and wellbeing,Manage digital wellbeing,,Level 6 (Years 9-10),DLDSWC6_1,self-regulate the use of digital tools to purposefully enhance their wellbeing
Digital Literacy,Practising digital safety and wellbeing,Manage digital wellbeing,,Level 6 (Years 9-10),DLDSWC6_2,identify how tools are designed to capture their attention
Digital Literacy,Investigating,,"<p>The Investigating element includes 3 sub-elements:</p>
<p>These sub-elements are:</p>
<ul>
<li>Locate information</li>
<li>Acquire and collate data</li>
<li>Interpret data.</li>
</ul>",,DLI,
Digital Literacy,Investigating,Locate information,"<p>This sub-element supports students to curate information from digital resources. They effectively use research strategies to locate information and other resources. Students articulate their information and content needs, and effectively navigate information and content they encounter.</p>",,DLIA,
Digital Literacy,Investigating,Locate information,,Level 2 (Years 1-2),DLIA2,
Digital Literacy,Investigating,Locate information,,Level 2 (Years 1-2),DLIA2_1,"locate information through search engines and in documents by applying search terms, and select relevant information"
Digital Literacy,Investigating,Locate information,,Level 3 (Years 3-4),DLIA3,
Digital Literacy,Investigating,Locate information,,Level 3 (Years 3-4),DLIA3_1,"locate information through search engines and in documents by applying specific search terms, and selecting and retrieving relevant information from multiple sources"
Digital Literacy,Investigating,Locate information,,Level 4 (Years 5-6),DLIA4,
Digital Literacy,Investigating,Locate information,,Level 4 (Years 5-6),DLIA4_1,"locate information through search engines and in documents by applying specific search terms based on set criteria, and select and retrieve relevant information from multiple sources"
Digital Literacy,Investigating,Locate information,,Level 5 (Years 7-8),DLIA5,
Digital Literacy,Investigating,Locate information,,Level 5 (Years 7-8),DLIA5_1,"locate, select and retrieve relevant information from multiple sources, exploring advanced search functions and targeted criteria"
Digital Literacy,Investigating,Locate information,,Level 6 (Years 9-10),DLIA6,
Digital Literacy,Investigating,Locate information,,Level 6 (Years 9-10),DLIA6_1,locate relevant information by applying advanced search functions across multiple sources involving purposefully selected and contextually specific terms and criteria
Digital Literacy,Investigating,Acquire and collate data,"<p>This sub-element supports students to understand how data can be generated and how to process data based on statistical understanding. They explore relevant data sets and read, manage and process data from a variety of sources.</p>",,DLIB,
Digital Literacy,Investigating,Acquire and collate data,,Level 2 (Years 1-2),DLIB2,
Digital Literacy,Investigating,Acquire and collate data,,Level 2 (Years 1-2),DLIB2_1,"collect data by counting, measuring and observing with familiar digital tools"
Digital Literacy,Investigating,Acquire and collate data,,Level 3 (Years 3-4),DLIB3,
Digital Literacy,Investigating,Acquire and collate data,,Level 3 (Years 3-4),DLIB3_1,collect and access data using a range of digital tools and methods in response to a defined question
Digital Literacy,Investigating,Acquire and collate data,,Level 4 (Years 5-6),DLIB4,
Digital Literacy,Investigating,Acquire and collate data,,Level 4 (Years 5-6),DLIB4_1,collect and access data using a range of digital tools and methods in response to a defined question or problem
Digital Literacy,Investigating,Acquire and collate data,,Level 5 (Years 7-8),DLIB5,
Digital Literacy,Investigating,Acquire and collate data,,Level 5 (Years 7-8),DLIB5_1,"collect and access data from a range of sources, using specialised digital tools in response to problems, and evaluate it for relevance"
Digital Literacy,Investigating,Acquire and collate data,,Level 6 (Years 9-10),DLIB6,
Digital Literacy,Investigating,Acquire and collate data,,Level 6 (Years 9-10),DLIB6_1,collect and evaluate quantitative and qualitative data using specialised digital tools and processes in the context of identified problems
Digital Literacy,Investigating,Interpret data,"<p>This sub-element supports students to create and build knowledge by analysing data and communicating its meaning to others using various data visualisation tools. They present patterns, trends and analytical insights from data to facilitate problem-solving and decision-making.</p>",,DLIC,
Digital Literacy,Investigating,Interpret data,,Level 1 (Foundation),DLIC1,
Digital Literacy,Investigating,Interpret data,,Level 1 (Foundation),DLIC1_1,use simple digital tools to explore sorting data and information provided as part of learning experiences  
Digital Literacy,Investigating,Interpret data,,Level 2 (Years 1-2),DLIC2,
Digital Literacy,Investigating,Interpret data,,Level 2 (Years 1-2),DLIC2_1,classify and group data using digital familiar tools to answer simple questions
Digital Literacy,Investigating,Interpret data,,Level 3 (Years 3-4),DLIC3,
Digital Literacy,Investigating,Interpret data,,Level 3 (Years 3-4),DLIC3_1,"organise, summarise and visualise data using a range of digital tools to identify patterns and answer questions"
Digital Literacy,Investigating,Interpret data,,Level 4 (Years 5-6),DLIC4,
Digital Literacy,Investigating,Interpret data,,Level 4 (Years 5-6),DLIC4_1,analyse and visualise data using a range of digital tools to identify patterns and make predictions
Digital Literacy,Investigating,Interpret data,,Level 5 (Years 7-8),DLIC5,
Digital Literacy,Investigating,Interpret data,,Level 5 (Years 7-8),DLIC5_1,analyse and visualise data by selecting and using a range of digital tools to infer relationships and make predictions
Digital Literacy,Investigating,Interpret data,,Level 6 (Years 9-10),DLIC6,
Digital Literacy,Investigating,Interpret data,,Level 6 (Years 9-10),DLIC6_1,analyse and visualise multidimensional data by selecting and using a range of interactive tools to draw conclusions and make predictions
Digital Literacy,Creating and exchanging,,"<p>The Creating and exchanging element includes 3 sub-elements:</p>
<p>These sub-elements are:</p>
<ul>
<li>Plan</li>
<li>Create, communicate and collaborate</li>
<li>Respect intellectual property.</li>
</ul>",,DLC,
Digital Literacy,Creating and exchanging,Plan,<p>This sub-element supports students to use digital tools to plan and manage a process that considers design constraints and risks.</p>,,DLCA,
Digital Literacy,Creating and exchanging,Plan,,Level 2 (Years 1-2),DLCA2,
Digital Literacy,Creating and exchanging,Plan,,Level 2 (Years 1-2),DLCA2_1,use simple digital tools to contribute to a basic plan to complete a task 
Digital Literacy,Creating and exchanging,Plan,,Level 3 (Years 3-4),DLCA3,
Digital Literacy,Creating and exchanging,Plan,,Level 3 (Years 3-4),DLCA3_1,use familiar digital tools to develop and follow a basic plan to complete a task 
Digital Literacy,Creating and exchanging,Plan,,Level 4 (Years 5-6),DLCA4,
Digital Literacy,Creating and exchanging,Plan,,Level 4 (Years 5-6),DLCA4_1,select and use digital tools to develop and follow a plan to complete individual tasks and group projects 
Digital Literacy,Creating and exchanging,Plan,,Level 5 (Years 7-8),DLCA5,
Digital Literacy,Creating and exchanging,Plan,,Level 5 (Years 7-8),DLCA5_1,use simple planning tools to develop and follow a plan to complete individual and collaborative projects 
Digital Literacy,Creating and exchanging,Plan,,Level 6 (Years 9-10),DLCA6,
Digital Literacy,Creating and exchanging,Plan,,Level 6 (Years 9-10),DLCA6_1,use project management tools to develop and track a plan to complete individual and collaborative projects 
Digital Literacy,Creating and exchanging,"Create, communicate and collaborate","<p>This sub-element supports students to execute plans for the design of digital content and to develop, test and refine models to create original products. Students recognise different types of peer-to-peer communication and collaboration strategies, tools and formats, and decide which methods are most effective for individual or collaborative goals.</p>",,DLCB,
Digital Literacy,Creating and exchanging,"Create, communicate and collaborate",,Level 1 (Foundation),DLCB1,
Digital Literacy,Creating and exchanging,"Create, communicate and collaborate",,Level 1 (Foundation),DLCB1_1,use simple digital tools to create content  
Digital Literacy,Creating and exchanging,"Create, communicate and collaborate",,Level 2 (Years 1-2),DLCB2,
Digital Literacy,Creating and exchanging,"Create, communicate and collaborate",,Level 2 (Years 1-2),DLCB2_1,experiment with the features of familiar digital tools to create content 
Digital Literacy,Creating and exchanging,"Create, communicate and collaborate",,Level 3 (Years 3-4),DLCB3,
Digital Literacy,Creating and exchanging,"Create, communicate and collaborate",,Level 3 (Years 3-4),DLCB3_1,use the core features of a range of digital tools to create content and communicate and collaborate with peers and trusted adults 
